theta_jn	psi	phase	spin1	spin2	geocent_time	ms	mr	ra	dec	luminosity_distance_Mpc	mass_1_source	mass_2_source	lambda1	lambda2	H1	L1	V1	K1
0.3638831537535956	0.5450061740501467	4.583530635115775	-0.018848698631276334	0.026199810679403104	1343653711.109029	1.2453989051264953	1.3469470316983363	3.7316012072264764	0.7939364886311298	328.095	1.3469470316983363	1.2453989051264953	334.1919974451259	538.9694632863096	False	False	True	False
1.729856832251399	2.7396870693841393	3.120997217483339	0.0037620069969938616	0.0047062226599930805	1333437011.041185	1.1793545151114828	1.352641630273332	3.5545346457295066	0.5077705785374154	219.44953088948438	1.352641630273332	1.1793545151114828	325.8778152132027	740.2261595843255	True	False	False	False
0.5416638603719914	2.368432522848596	3.9206760042052644	-0.008072797980527848	0.011492285543882217	1334283948.7869537	1.1606868359656557	1.700154187010477	2.676122697047696	0.9784869230586019	202.249906572	1.700154187010477	1.1606868359656557	69.17568156713676	815.2453806831546	False	True	False	True
2.0862497162812597	1.7979995712747756	2.5628274269305567	-0.01890516503232061	-0.00982302990587875	1327064697.6898415	1.394398460889065	1.328342565100558	5.218003429584834	-0.2149088659695867	248.90002328	1.394398460889065	1.328342565100558	271.2389890843183	365.5141224797973	False	False	True	False
1.7485802305712765	0.2205960640422711	5.826168171390389	0.0007944547784147746	-0.04324448389075864	1348581019.2461152	1.2061945245451038	1.3710892572265148	3.1329728040267515	-0.024073134386540067	308.696193326	1.3710892572265148	1.2061945245451038	301.74684333315014	649.1702464300703	True	False	False	False
1.9681553805852756	0.936163006244405	2.6949551351764454	0.014173749700635958	0.006882185221745752	1341496659.9526746	1.3916558072153382	1.5914205966252402	6.131255687337126	-0.25864372779178857	275.672011366	1.5914205966252402	1.3916558072153382	112.37348923201574	274.35160736251254	True	True	False	True
1.16036139104363	1.4569361219743624	2.0560575823820852	0.0017096054558661535	-0.00016519503986851683	1347028210.913438	1.1704647359057283	1.3135519901298394	5.554335811546754	0.050526234647684645	214.839093588	1.3135519901298394	1.1704647359057283	390.57647792743643	778.936888184898	False	False	True	False
1.540996660682901	1.391784450701758	2.485995316378413	0.04067487814839458	-0.012226889674252808	1341189188.4828513	1.371115148923613	1.3549310640711796	5.960928970728415	-0.6286335801012362	288.791203745	1.371115148923613	1.3549310640711796	301.71089351834524	322.78316463906464	False	True	True	True
0.8524644436803007	2.736121825230226	5.400169481554862	0.017446232402660574	0.014857268850075243	1332939132.153201	1.3580754325546964	1.3414265303412114	4.88913871808025	-0.6428729709766795	367.486733091	1.3580754325546964	1.3414265303412114	318.6771842700191	343.33702814265234	True	True	True	True
2.549410954725278	0.2792667338002994	5.050610098924004	0.0018066054115881015	0.01896781737263671	1329521112.1456494	1.3579383881604912	1.3594806511714805	5.913895419166651	0.9365886188483961	340.906033704	1.3594806511714805	1.3579383881604912	316.8769986592356	318.8536236598272	False	False	True	False
1.2921481637650256	1.2963640177981568	3.85012962111711	-0.0379427207542708	0.007225175396087611	1326919919.0606756	1.1952246143547962	1.4751021616100115	6.0251180790930245	-1.2191658546865654	269.107790157	1.4751021616100115	1.1952246143547962	187.58036903787172	683.7316716220209	True	True	True	True
2.049324329445502	0.11970519354784016	2.7541163523549934	0.017485446972281465	0.007815737495226923	1347836559.1595244	1.2255115202589655	1.3516302603551378	2.647802647174572	0.22041569197965882	41.70283772336437	1.3516302603551378	1.2255115202589655	327.2828166458519	592.5771903606311	True	True	False	True
1.223772992304098	2.3055626347202907	5.591233352123602	-0.0026138246395066406	0.004755505577062897	1350905437.5758038	1.3449351871426483	1.310615048224089	1.0798044380541791	-0.5411630186987915	330.710284138	1.3449351871426483	1.310615048224089	337.4105396449883	396.3136404629948	False	True	False	True
1.3440158233626376	1.8866087546644223	2.519753538400368	-0.0054689829619209065	0.0026931757557965568	1347318340.2519057	1.294933268734814	1.4761233745013485	0.16932660804073388	-0.018155962076796213	301.995	1.4761233745013485	1.294933268734814	186.63737059991848	426.71580338490617	False	True	True	False
1.5655128816763697	2.065136890913143	3.4652019866906056	0.007637779446871067	0.01261084745651046	1353444711.7383587	1.4143890286066139	1.320596513239265	4.241741312630333	-0.46708796402515834	222.252669616	1.4143890286066139	1.320596513239265	246.31005079328554	378.0165327132394	True	True	False	False
1.0290774792273458	1.9437833429821842	1.924869923335764	0.0009037186226205086	-0.020986378496202707	1330072106.5849502	1.2087467301930686	1.3243177434570643	5.400582305182668	-0.4463857411026276	303.179792682	1.3243177434570643	1.2087467301930686	371.9302367616931	641.7091588490412	False	False	False	False
2.1287703089190932	2.977953791687642	4.27764280452748	-0.007539917268966443	-0.006925947857326993	1348662747.3565884	1.3660335872574076	1.391209424114565	2.1594004663423774	-0.581329258159318	272.957644244	1.391209424114565	1.3660335872574076	274.85407680799693	308.5083571031709	True	True	True	True
0.3798376708321112	2.599152092873134	2.7391772926983915	-0.0072507514181609604	0.009813275551097341	1342551055.5234637	1.391501276920471	1.3603278584957375	4.269381725475025	0.2403966944346233	374.973	1.391501276920471	1.3603278584957375	274.5255527687917	315.7975663655474	True	False	False	False
0.8884003171301139	1.6121073123050838	1.6300122669448351	-0.004145313220253049	0.0014871363852744183	1352681323.9934986	1.3705173515655398	1.344040317624779	2.426932684775675	0.06769835462513164	399.945	1.3705173515655398	1.344040317624779	302.5368692945784	338.89001483193914	False	False	True	False
1.2808400109278044	1.9674927611642188	2.565958644448212	0.016348636562444285	0.010591804744917709	1327982874.8928337	1.3850592805492863	1.3293734138132194	5.989277678907857	-0.5071185041363424	167.86873800467336	1.3850592805492863	1.3293734138132194	282.05075329679653	363.86499661937734	False	False	True	False
1.608818110742915	0.38636652830904866	3.646203794389687	-0.005919888027944396	-0.021690179454733432	1350911946.11465	1.3586768640177802	1.3318450635471009	1.0972091231544543	0.42695209329361644	285.680744015	1.3586768640177802	1.3318450635471009	317.90485677448646	359.8553033665435	True	False	False	True
1.7988607618142078	1.7396978597050006	4.881644140718746	0.011182313238982486	0.01703144614844627	1346656630.1950622	1.3479803972183924	1.3196556979255534	0.4089777676320753	-0.46944469956741885	396.278	1.3479803972183924	1.3196556979255534	332.60195996891423	379.6066903580555	True	True	False	False
2.4019878897303024	0.5848792003282888	0.27122444855827227	0.013457728400741598	-0.016415062623380123	1337633904.1354237	1.3909861058327124	1.347831134812498	0.03411567163605284	-0.5441593126921528	200.475096996	1.3909861058327124	1.347831134812498	275.10553631710854	332.8290914317037	False	True	True	False
